State,District,Latitude,Longitude,Population,Male Literate,Female Literate,Scheduled Castes,Male Scheduled Castes,Female Scheduled Castes,Scheduled Tribes,Male Scheduled Tribes,Female Scheduled Tribes ,Workers,Male Workers,Female Workers,Main Workers,Marginal Workers,Non Workers,Cultivator Workers,Agricultural Workers,Household Workers,Other_Workers,Total Hindus,Total Muslims,Total Christians,Total Sikhs ,Total Buddhists,Total Jains,Others Religions,Religion Not Stated,LPG Households,Housholds with Electric Lighting,Households with Internet,Households with Computer,Rural Households,Urban Households,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduation,Other Education,Households with Bicycle,Households with Car Jeep Van,Households with Radio Transistor,"Households with Scooter,Motorcycle,Moped","Households with Telephone,Mobile,Phone and Landline only","Households with Telephone,MobilePhone and Mobile only","Households with TV,Computer,Laptop,Telephone,mobile,phone and ScooterCar",Households with Television,"Households with Telephone,Mobile and Phone","Households with Telephone,Mobile and Phone",Total Religion,Literacy Rate,Sex Ratio
Bihar,Buxar,25.48593018867924,84.08808081760995,1706352,593544,396263,251737,131821,119916,26824,14102,12722,538322,402180,136142,328547,209775,1168030,132472,251790,26122,127938,1591454,105423,2125,248,5090,97,57,1858,27362,46760,1784,19324,299252,35405,334657,331675,420187,256124,178044,89306,64117,5224,137996,5341,78643,26325,7107,162604,2034,48405,174119,4408,1704494,100.0,92.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,3937385,1125566,691068,615688,322327,293361,2772,1361,1411,1223640,947927,275713,731347,492293,2713745,236673,642115,44846,300006,3042729,881476,3534,832,245,236,101,8232,59510,127442,6280,53205,907174,95539,1002713,672797,490534,332382,224622,152540,129597,26073,320695,10325,199508,52586,17179,407567,5197,80085,440719,15973,3929153,0.0,91.0
Bihar,Gaya,24.7266541547278,84.94291217765044,4391418,1368803,928810,1334351,683943,650408,3098,1635,1463,1664062,1076170,587892,1007057,657005,2727356,370759,783505,87178,422620,3876395,488121,3943,913,870,1723,108,19345,57738,112617,6856,57011,696289,111282,807571,902272,757690,447480,342254,191824,131163,12047,294227,11827,161992,59202,16741,356281,7865,107970,383973,10951,4372073,100.0,94.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,2562012,793905,589093,320064,159265,160799,60807,29833,30974,728201,539586,188615,363111,365090,1833811,208959,338666,26049,154527,2119262,436057,2463,271,167,133,28,3631,31193,69375,3707,33596,515925,38133,554058,540603,470828,291624,223776,123249,79109,7690,312727,9508,154764,51902,13560,296491,3571,61380,316314,6263,2558381,100.0,102.0
Bihar,Jamui,24.78418380462726,86.26316298200514,1760405,534385,324203,302649,155849,146800,78793,40185,38608,727571,452288,275283,445352,282219,1032834,156491,331466,105637,133977,1525746,217621,8443,162,159,87,3438,4749,12984,32633,1839,22414,325909,30851,356760,420472,317612,153973,104211,56137,29633,3439,113424,4842,51172,18411,8130,147950,1341,27056,159792,3712,1755656,0.0,92.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,1125313,374412,244469,222974,115034,107940,1285,667,618,365378,266423,98955,251690,113688,759935,86108,179519,15075,84676,1045117,75742,691,148,248,60,58,3249,15507,27641,1106,11302,186660,28132,214792,211761,165906,117558,112966,68748,45519,3539,69637,2522,49416,13682,3263,94340,1251,32086,100130,2527,1122064,100.0,92.0
Bihar,Katihar,25.56565356037151,87.70466083591326,3071029,762256,517934,263100,136429,126671,179971,92190,87781,1013566,760522,253044,667602,345964,2057463,168857,672291,20577,151841,1684589,1365645,8659,2754,212,507,2141,6522,32570,60900,2941,27263,668232,69838,738070,472616,444260,237243,133811,88498,57114,11896,285976,5118,132058,35004,8276,223358,2847,60110,239686,8052,3064507,0.0,92.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,1666886,461153,306875,247161,130191,116970,675,352,323,560805,398216,162589,306283,254522,1106081,104517,325731,20816,109741,1486989,175588,1253,143,79,86,115,2633,15401,40641,1580,21654,373696,21007,394703,350601,233494,130004,100555,65931,38697,5969,99898,3120,56603,14047,5031,149998,1113,31220,159866,4837,1664253,0.0,89.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,1690400,439921,305135,113118,57964,55154,64224,32506,31718,529064,421192,107872,384416,144648,1161336,107862,321867,11633,87702,531236,1149095,5783,398,183,1476,28,2201,11715,58718,1093,14073,401793,43357,445150,356401,235779,89025,42778,25989,15386,3761,177516,2436,51858,19539,4204,122353,1022,28736,130592,4035,1688199,0.0,95.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,1000912,305182,202088,153209,80069,73140,8333,4247,4086,326576,240494,86082,201866,124710,674336,78532,159970,13546,74528,956396,40886,487,140,52,78,52,2821,12938,44491,1186,8862,175882,31763,207645,172076,149312,111684,85807,48001,27261,3814,49052,2415,28996,9577,2869,90531,747,31048,95917,2517,998091,100.0,90.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,2001762,517666,316911,346275,179337,166938,12532,6442,6090,777546,496046,281500,443507,334039,1224216,190809,484062,16347,86328,1753829,241760,1342,170,60,133,81,4387,12302,23236,1397,23309,486278,24000,510278,340813,189431,114474,99437,79891,44955,6509,169936,4560,74766,21254,5950,171436,1231,23209,182773,5387,1997375,0.0,91.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,4487379,1340085,815253,587158,303389,283769,3990,2056,1934,1636938,1105947,530991,1074091,562847,2850441,396880,940642,54934,244482,3652168,818912,3262,564,328,442,169,11534,47090,113281,5319,65548,1047552,41234,1088786,783888,771417,520875,303114,170563,137780,11352,416574,11636,300530,59254,19016,452569,4200,73851,486531,14946,4475845,0.0,93.0
Bihar,Munger,25.198537962962963,86.54173672839504,1367765,473741,328076,183846,97195,86651,21404,10995,10409,426658,327453,99205,233402,193256,941107,45953,196449,16690,167566,1252319,110416,1815,338,95,145,61,2576,49141,90461,2653,17946,222281,85782,308063,226699,158699,146414,147152,101907,64469,4394,112707,3755,56958,24259,6558,138260,2838,69973,149671,4853,1365189,100.0,88.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,4801062,1487117,1022115,751975,393135,358840,5979,3124,2855,1547586,1195308,352278,910304,637282,3253476,273436,769001,65253,439896,4032773,745546,5149,933,288,382,98,15893,87796,180651,10290,73012,998694,120700,1119394,1092952,743623,419433,299475,194920,138916,14475,548802,23333,259307,94249,30120,499073,11643,172027,547479,18286,4785169,100.0,90.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,2877653,919558,600375,607672,315240,292432,1442,728,714,1045420,703405,342015,740949,304471,1832233,221240,534021,52585,237574,2669775,198033,1978,393,414,561,64,6435,43761,101378,4156,43848,514141,102522,616663,581978,486266,320839,274556,177358,133032,11159,121583,7955,81505,29239,12973,250849,3720,87070,273472,9650,2871218,100.0,92.0
Bihar,Nawada,24.825708836206903,85.61594568965519,2219146,659474,431538,565112,290050,275062,2045,997,1048,817041,539439,277602,508509,308532,1402105,216400,397505,40018,163118,1964620,244394,1299,250,176,279,80,8048,20522,31162,1841,28411,379551,45323,424874,601011,368649,195072,161127,95943,64585,3130,75606,3991,57986,15948,5805,172239,1322,34020,182748,4704,2211098,0.0,94.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,3935042,1091226,668255,553944,289191,264753,250046,127680,122366,1478947,999282,479665,797544,681403,2456095,217539,998833,38691,223884,3047427,865090,8469,926,1337,296,1895,9602,38414,57546,3495,41143,839514,96620,936134,1053481,543965,250243,159563,98732,70669,6035,425249,10911,183497,48435,12934,346729,3094,69056,371137,11474,3925440,0.0,91.0
Bihar,Patna,25.40297114503818,85.3198433587787,5838465,2028047,1431632,920918,482088,438830,9069,4717,4352,1881886,1436411,445475,1371267,510619,3956579,271216,658203,85349,867118,5356075,439952,12551,4803,1062,2151,203,21668,321307,546859,40692,132582,657991,552103,1210094,1244842,1095655,920051,698351,463361,452340,46126,430595,49821,227469,176114,38617,590486,61156,453344,662665,33562,5816797,100.0,90.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,5099371,1407603,869354,649726,340363,309363,12461,6454,6007,1737539,1260774,476765,1132789,604750,3361832,349032,1057417,46164,284926,4086453,990349,4865,668,878,464,104,15590,52358,74979,7719,70258,1142260,101565,1243825,1280809,982506,450631,241118,121594,68781,5149,611212,19282,357603,78531,24362,546993,5686,96546,585210,13855,5083781,0.0,90.0
Bihar,Purnia,25.81714801901739,87.40447606973065,3264619,805261,527065,390991,203201,187790,139490,71391,68099,1143318,803275,340043,776385,366933,2121301,197424,745015,28840,172039,1989420,1255641,7989,614,353,1450,650,8502,33688,86058,4170,33664,712847,85749,798596,668690,360243,184327,119259,83226,59996,11116,291919,8390,126408,40178,9510,241206,4252,63200,258284,7568,3256117,0.0,92.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,2959918,1061783,738049,549546,286596,262950,31650,16399,15251,924879,707939,216940,542439,382440,2035039,218087,405544,48512,252736,2645415,300487,2889,2569,1584,252,537,6185,41659,114893,4594,36279,512383,95678,608061,535187,548971,399053,333053,194928,161555,16006,224824,10819,123491,49892,12400,291988,4727,106218,312557,8169,2953733,100.0,92.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,1900661,506374,298622,317249,164518,152731,6009,3101,2908,649898,456724,193174,363326,286572,1250763,164600,356833,18651,109814,1629254,266620,1292,197,60,109,8,3121,21651,41342,1668,19415,432651,38046,470697,348300,194897,104182,90182,64560,47051,6016,129847,3824,60611,20489,4957,155660,1688,30518,166317,5700,1897540,0.0,91.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,4261566,1293575,849305,803128,417944,385184,1884,975,909,1343400,1037576,305824,907433,435967,2918166,299039,721629,47917,274815,3800598,452370,2126,554,292,231,112,5283,46123,88021,5379,50918,1012979,43486,1056465,781038,710468,438908,284082,186153,129933,19126,458268,10621,183813,56464,16741,412873,4320,84248,441421,11807,4256283,100.0,91.0
Bihar,Saran,25.89656077844312,84.82266287425155,3951862,1285767,871687,474066,242976,231090,36786,18322,18464,1040231,857660,182571,545520,494711,2911631,232097,493461,42103,272570,3534772,406449,2330,371,229,322,107,7282,51822,94787,4509,37442,701323,76299,777622,793945,693465,433759,361171,213251,148065,9848,431759,10948,243581,68604,15821,398651,5009,128169,423960,9488,3944580,100.0,95.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,636342,196431,132245,131115,67582,63533,617,305,312,224655,151569,73086,148002,76653,411687,54511,109696,9917,50531,596102,37653,313,75,41,43,31,2084,6803,20065,631,8873,108293,24345,132638,129673,110525,59529,52860,33856,19676,3399,33652,1728,20176,6933,2163,57043,635,16279,61568,2362,634258,100.0,93.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,656246,171645,112053,96655,51089,45566,318,177,141,216372,166693,49679,137804,78568,439874,38727,136334,9119,32192,552492,99342,522,216,73,52,44,3505,3983,10004,478,6698,158484,7516,166000,128209,91277,37063,25657,16031,10091,661,73447,1410,56957,7678,2267,79360,430,11722,83296,1669,652741,0.0,89.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,3423574,885188,551606,405714,213624,192090,2989,1585,1404,1114583,865929,248654,753645,360938,2308991,216012,635907,37932,224732,2672311,740101,2897,261,253,188,20,7543,39465,66263,3460,42461,807294,49670,856964,733380,394422,196321,136500,92783,70549,11936,317432,7292,252121,38576,12246,318780,3144,61089,340890,9864,3416031,0.0,90.0
Bihar,Siwan,26.1736372013652,84.33766552901022,3330464,1115906,814269,386685,195965,190720,87000,43472,43528,932416,730396,202020,462104,470312,2398048,264928,376344,31244,259900,2712635,608282,2618,369,407,359,86,5708,42384,52935,3834,37833,632514,41858,674372,689880,612635,445257,355277,186817,119164,12091,382782,10891,181860,64065,14390,378819,4088,74071,401299,8090,3324756,100.0,99.0
Bihar,Supaul,26.28157893772896,86.78496465201461,2229076,647672,385611,354249,182545,171704,10168,5242,4926,877682,551718,325964,472649,405033,1351394,201882,554271,22555,98974,1809936,409251,3758,271,136,546,42,5136,12111,51028,1845,25078,572287,27815,600102,467768,269737,157787,99530,69665,45726,5850,192734,4064,107152,21885,6271,195500,1099,26559,207212,5441,2223940,0.0,93.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,3495021,1152576,774164,738031,387827,350204,2274,1232,1042,1060344,858648,201696,716006,344338,2434677,255017,502637,36958,265732,3152346,333980,2203,707,362,246,71,5106,47300,70001,4810,39564,699317,51494,750811,810191,487594,370247,291392,178320,124448,9094,397202,11316,200083,60246,15248,365200,4366,101269,390123,9675,3489915,100.0,89.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,1055450,465346,340092,199086,106356,92730,0,0,0,404136,328159,75977,385929,18207,651314,2578,1687,4799,395072,852574,51447,8720,138329,1160,1960,246,1014,168344,231204,44283,78113,8911,289456,298367,80406,118667,114209,124707,98786,174528,20188,135055,60494,65936,109701,14027,148411,67323,193932,209783,47345,1054436,100.0,82.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,1413199,382335,268528,37963,18815,19148,931780,456841,474939,726531,404364,322167,394824,331707,686668,284472,287828,10821,143410,1277975,12413,27951,2099,985,3466,86925,1385,22075,157646,1782,9042,316425,54894,371319,183667,178766,139330,60936,57413,32895,3227,192012,4227,37956,32802,2574,51885,4002,50155,58619,4160,1411814,0.0,102.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,381956,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,103406,102465,176085,127169,4138,2561,72003,371973,6984,236,2387,113,10,7,246,17262,79146,1574,6281,152458,11987,164445,35817,59489,53515,64730,45695,25474,3241,5387,6573,14900,11397,7650,47001,2779,61392,66935,12284,381710,100.0,98.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,826568,376629,1460432,276691,572292,21658,332556,2540763,57973,20745,6373,2979,2357,29122,3317,77727,519704,8566,30892,549632,188174,737806,382091,407692,337793,189296,152838,134637,19654,345789,13137,92443,84851,9398,157089,17978,193337,177334,10847,2660312,100.0,97.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,381956,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,103406,102465,176085,127169,4138,2561,72003,371973,6984,236,2387,113,10,7,246,17262,79146,1574,6281,152458,11987,164445,35817,59489,53515,64730,45695,25474,3241,5387,6573,14900,11397,7650,47001,2779,61392,66935,12284,381710,100.0,98.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,826568,376629,1460432,276691,572292,21658,332556,2540763,57973,20745,6373,2979,2357,29122,3317,77727,519704,8566,30892,549632,188174,737806,382091,407692,337793,189296,152838,134637,19654,345789,13137,92443,84851,9398,157089,17978,193337,177334,10847,2660312,100.0,97.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,799781,303924,242909,58581,28887,29694,207633,102058,105575,402895,226382,176513,335368,67527,396886,135435,182602,7310,77548,777188,10425,2644,1196,667,3612,3685,364,14568,148926,1016,4804,168689,41792,210481,143128,148544,120146,65196,58875,31319,5096,119931,3069,14229,30621,2391,50012,2686,67737,55660,3257,799417,100.0,101.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,3343872,1284612,1018766,458040,229067,228973,397416,196008,201408,1496805,921729,575076,1206793,290012,1847067,392341,560415,22565,521484,3129745,83499,24304,24276,19587,17209,42569,2683,129193,614109,16141,51289,533448,349741,883189,463598,573291,497668,309508,286244,202424,30555,489008,28840,89110,177048,16940,271429,36672,343369,315664,27295,3341189,100.0,99.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,851669,280656,214759,48844,24317,24527,530378,262731,267647,487360,263645,223715,291349,196011,364309,226866,197558,7553,55383,629509,15336,189588,474,467,694,14835,766,6628,76783,567,5755,205670,20722,226392,120768,137681,127299,64188,50562,26161,3166,100725,2442,12309,15547,1633,32732,1252,20512,35940,1575,850903,100.0,101.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,1206640,433391,315368,124679,63446,61233,493559,246323,247236,521186,333329,187857,350314,170872,685454,113071,221806,7899,178410,1133176,30195,21059,3666,897,753,15649,1245,43357,202380,4544,18004,206598,126055,332653,178191,188303,168387,89167,83166,61215,11792,162148,8677,23166,55579,4118,80152,11842,95963,90312,6042,1205395,100.0,97.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,658917,229923,167900,54776,27682,27094,304280,152659,151621,307071,185483,121588,173057,134014,351846,118498,94648,4830,89095,604259,25878,9398,1391,84,1155,15474,1278,25605,80023,1667,7609,121852,59763,181615,143413,109639,87969,47127,38677,26802,4134,67318,3402,19360,26365,2414,45265,3527,38765,50432,2753,657639,100.0,97.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,1032754,364089,273874,139581,68968,70613,279896,137339,142557,499260,291858,207402,340802,158458,533494,139199,278073,6135,75853,1008061,12570,5284,2941,521,1495,1417,465,13200,212487,961,5614,274793,35774,310567,179770,194739,152183,78583,57949,33357,5951,175231,3546,13649,31472,2205,61420,2279,68012,65540,1915,1032289,100.0,102.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,484875,205292,803817,208313,323788,9959,148107,1422986,17332,47653,2117,781,409,1782,924,27771,297308,3342,13857,354278,66638,420916,246480,260661,210964,130700,93340,66358,8804,225249,5979,29814,50302,5270,86142,6693,98784,96724,5312,1493060,100.0,99.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,858825,214144,1561231,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,1159,7226,328277,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,19940,136247,43536,86139,158119,85087,280834,53397,374021,453122,87201,2626974,100.0,96.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,1493984,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,484875,205292,803817,208313,323788,9959,148107,1422986,17332,47653,2117,781,409,1782,924,27771,297308,3342,13857,354278,66638,420916,246480,260661,210964,130700,93340,66358,8804,225249,5979,29814,50302,5270,86142,6693,98784,96724,5312,1493060,100.0,99.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,2634200,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,858825,214144,1561231,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,1159,7226,328277,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,19940,136247,43536,86139,158119,85087,280834,53397,374021,453122,87201,2626974,100.0,96.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,4063872,1493158,1136591,724250,362284,361966,476446,235271,241175,1757664,1099964,657700,1259138,498526,2306208,383279,708993,34078,631314,3881485,103038,23181,16707,8397,17137,10680,3247,166505,728556,20261,59523,673499,395001,1068500,618508,664470,552373,313247,267265,227382,31483,549069,30572,114738,177517,18806,295646,39381,378113,340237,25785,4060625,100.0,98.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,2359886,694686,493255,115652,58281,57371,1300628,652799,647829,1155807,649888,505919,622589,533218,1204079,465287,523356,12643,154521,2126195,81442,97432,2303,1287,623,48295,2309,29433,253131,2737,18983,525596,65167,590763,364452,338509,281260,135374,105992,64607,9524,277773,8096,62468,56480,4330,108569,6399,74614,118767,5868,2357577,100.0,98.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,191173,104316,46032,4262,2224,2038,15240,7702,7538,105521,94502,11019,101717,3804,85652,1845,481,409,102786,171537,16087,2618,169,216,244,79,223,25844,49249,1316,4543,10006,61073,71079,8957,28094,30406,26991,14170,9128,1995,14642,3163,10502,14167,1718,39565,2827,28433,43171,1888,190950,100.0,53.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,2743082,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,942709,181000,1619373,367311,333996,9645,412757,2397056,334858,2586,1110,1291,3841,77,2263,144561,498326,6628,26991,489237,287506,776743,271762,700258,294811,311849,137505,139957,30127,189600,17447,60302,195597,15291,364428,15979,318954,406578,26859,2740819,100.0,95.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,2743082,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,942709,181000,1619373,367311,333996,9645,412757,2397056,334858,2586,1110,1291,3841,77,2263,144561,498326,6628,26991,489237,287506,776743,271762,700258,294811,311849,137505,139957,30127,189600,17447,60302,195597,15291,364428,15979,318954,406578,26859,2740819,100.0,95.0
Goa,North Goa,15.548723418714054,73.80667997909038,818008,351738,311322,17606,8712,8894,56606,27824,28782,327658,239125,88533,269437,58221,490350,15402,14120,8862,289274,622213,57941,134169,618,553,546,166,1802,132612,173951,23440,56266,115859,209230,325089,40968,101521,148792,153887,87513,86781,16601,41713,44342,57581,101378,20197,99169,40352,146307,158921,39555,816206,100.0,96.0
